id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
Prevotella_disiens_JCM_6334	Prevotella disiens JCM 6334 = ATCC 29426		Nanaerobe	Saccharolytic, fermentative, proteolytic	Negative	Commensal	456	947	804	Laura Kutt	04/17/16	1235811.0	Kbase	kb|g.208292	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_disiens_JCM_6334.xml	1235811	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella disiens
Prevotella_enoeca_JCM_12259	Prevotella enoeca  JCM 12259		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	552	951	820	chenry	04/15/16	1235815.0	Kbase	kb|g.242258	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_enoeca_JCM_12259.xml	1235815	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella enoeca
Prevotella_intermedia_17	Prevotella intermedia 17	Prevotella intermedia 17 (246198.10)	Nanaerobe	Saccharolytic, fermentative	Negative	Pathogen	496	952	804	Laura Kutt	05/29/16	246198.0	Kbase	kb|g.26179	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_intermedia_17.xml	246198	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella intermedia
Prevotella_intermedia_ATCC_25611	Prevotella intermedia ATCC 25611 = DSM 20706		Nanaerobe	Saccharolytic, fermentative	Negative	Pathogen	442	956	813	Laura Kutt	04/17/16	1122984.0	Kbase	kb|g.207239	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_intermedia_ATCC_25611.xml	1122984	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella intermedia
Prevotella_loescheii_DSM_19665	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 (1122985.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	548	1037	850	Laura Kutt	04/17/16	1122985.0	Kbase	kb|g.29664	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_loescheii_DSM_19665.xml	1122985	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella loescheii
Prevotella_melaninogenica_ATCC_25845	Prevotella melaninogenica ATCC 25845	Prevotella melaninogenica ATCC 25845 (553174.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	541	1022	834	Laura Kutt	04/17/16	553174.0	Kbase	kb|g.2241	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_melaninogenica_ATCC_25845.xml	553174	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella melaninogenica
Prevotella_nanceiensis_DSM_19126	Prevotella nanceiensis DSM 19126	Prevotella nanceiensis DSM 19126 (1122988.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	498	994	827	Laura Kutt	04/17/16	1122988.0	Kbase	kb|g.29667	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_nanceiensis_DSM_19126.xml	1122988	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella nanceiensis
Prevotella_nigrescens_ATCC_33563	Prevotella nigrescens ATCC 33563	Prevotella nigrescens ATCC 33563 (997352.4)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	489	964	818	Laura Kutt	04/17/16	997352.0	Kbase	kb|g.28899	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_nigrescens_ATCC_33563.xml	997352	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella nigrescens
Prevotella_oralis_ATCC_33269	Prevotella oralis ATCC 33269	Prevotella oralis ATCC 33269 (873533.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	590	1079	871	Laura Kutt	04/17/16	873533.0	Kbase	kb|g.3533	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_oralis_ATCC_33269.xml	873533	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella oralis
Prevotella_pallens_ATCC_700821	Prevotella pallens ATCC 700821	Prevotella pallens ATCC 700821 (997353.4)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	507	976	845	Laura Kutt	04/17/16	997353.0	Kbase	kb|g.28900	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_pallens_ATCC_700821.xml	997353	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella pallens
Prevotella_ruminicola_23	Prevotella ruminicola 23	Prevotella ruminicola 23 (264731.4)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	696	1146	919	Laura Kutt	04/17/16	264731.0	Kbase	kb|g.559	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_ruminicola_23.xml	264731	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella ruminicola
Prevotella_salivae_DSM_15606	Prevotella salivae DSM 15606	Prevotella salivae DSM 15606 (888832.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	525	2049	1160	Ines Thiele	06/29/12	888832.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_salivae_DSM_15606.xml	888832	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella salivae
Prevotella_shahii_JCM_12083	Prevotella shahii JCM 12083		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	623	1025	867	chenry	04/15/16	1122991.0	Kbase	kb|g.242275	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_shahii_JCM_12083.xml	1122991	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella shahii
Prevotella_stercorea_DSM_18206	Prevotella stercorea DSM 18206		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	461	878	723	chenry	09/09/14	1002367.0	Kbase	kb|g.23116	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_stercorea_DSM_18206.xml	1002367	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella stercorea
Prevotella_timonensis_4401737	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	466	964	826	Laura Kutt	04/17/16	1122992.0	Kbase	kb|g.207241	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_timonensis_4401737.xml	1122992	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella timonensis
Prevotella_timonensis_CRIS_5C_B1	Prevotella timonensis CRIS 5C-B1	Prevotella timonensis CRIS 5C-B1 (679189.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	490	949	802	Laura Kutt	05/30/16	679189.0	Kbase	kb|g.2933	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_timonensis_CRIS_5C_B1.xml	679189	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella timonensis_A
Prevotella_veroralis_DSM_19559	Prevotella veroralis DSM 19559	Prevotella veroralis DSM 19559 (1122993.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	511	1006	826	Laura Kutt	04/17/16	1122993.0	Kbase	kb|g.29670	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_veroralis_DSM_19559.xml	1122993	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella veroralis
Propionibacterium_acidipropionici_ATCC_4875	Propionibacterium acidipropionici ATCC 4875	Propionibacterium acidipropionici ATCC 4875 (1171373.8)	Facultative anaerobe	Saccharolytic, fermentative	Positive		929	1382	1055	chenry	04/15/16	1171373.0	Kbase	kb|g.25121	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_acidipropionici_ATCC_4875.xml	1171373	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Acidipropionibacterium	s__Acidipropionibacterium acidipropionici
Propionibacterium_acnes_KPA171202	Propionibacterium acnes KPA171202	Propionibacterium acnes KPA171202 (267747.1)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	793	1323	1003	Laura Kutt	06/02/16	267747.0	Kbase	kb|g.580	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_acnes_KPA171202.xml	267747	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__Cutibacterium acnes
Propionibacterium_avidum_44067	Propionibacterium avidum 44067	Propionibacterium avidum 44067 (1170318.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	783	1253	987	chenry	04/15/16	1170318.0	Kbase	kb|g.30858	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_avidum_44067.xml	1170318	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__Cutibacterium avidum
Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1 (754252.3)	Aerotolerant	Saccharolytic, fermentative	Positive	Probiotic	638	1180	931	chenry	09/10/14	754252.0	Kbase	kb|g.3231	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1.xml	754252	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionibacterium	s__Propionibacterium freudenreichii
Propionibacterium_granulosum_DSM_20700	Propionibacterium granulosum DSM 20700		Facultative anaerobe	Saccharolytic, fermentative	Positive		549	1169	946	chenry	04/15/16	1160719.0	Kbase	kb|g.207782	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_granulosum_DSM_20700.xml	1160719	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__Cutibacterium granulosum
Propionibacterium_jensenii_DSM_20535	Propionibacterium jensenii DSM 20535		Facultative anaerobe	Saccharolytic, fermentative	Positive		768	1283	1032	chenry	04/15/16	1122997.0	Kbase	kb|g.207245	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_jensenii_DSM_20535.xml	1122997	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Acidipropionibacterium	s__Acidipropionibacterium jensenii
Propionibacterium_propionicum_F0230a	Propionibacterium propionicum F0230a	Propionibacterium propionicum F0230a (767029.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	784	1313	1032	chenry	04/15/16	767029.0	ModelSEED	kb|g.27741	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_propionicum_F0230a.xml	767029	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Arachnia	s__Arachnia propionica
Proteus_mirabilis_ATCC_29906	Proteus mirabilis ATCC 29906	Proteus mirabilis ATCC 29906 (525369.4)	Facultative anaerobe	fermentative, respiratory	Negative		1017	1566	1109			525369.0	ModelSEED	kb|g.2021	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Proteus_mirabilis_ATCC_29906.xml	525369	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Proteus	s__Proteus mirabilis
Proteus_penneri_ATCC_35198	Proteus penneri ATCC 35198		Facultative anaerobe	Fermentative, respiratory	Negative		2539	1512	1100	Laura Kutt	04/18/16	471881.0	ModelSEED	kb|g.1703	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Proteus_penneri_ATCC_35198.xml	471881	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Proteus	s__Proteus penneri
Providencia_alcalifaciens_DSM_30120	Providencia alcalifaciens DSM 30120	Providencia alcalifaciens DSM 30120 (520999.6)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	921	1471	1015	Ines Thiele	06/25/12	520999.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Providencia_alcalifaciens_DSM_30120.xml	520999	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Providencia	s__Providencia alcalifaciens
Providencia_rettgeri_DSM_1131	Providencia rettgeri DSM 1131	Providencia rettgeri DSM 1131 (521000.6)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	1143	1869	1268	Ines Thiele	06/25/12	521000.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Providencia_rettgeri_DSM_1131.xml	521000	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Providencia	s__Providencia rettgeri_D
Providencia_rustigianii_DSM_4541	Providencia rustigianii DSM 4541	Providencia rustigianii DSM 4541 (500637.6)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	1829	1475	1013	Ines Thiele	06/25/12	500637.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Providencia_rustigianii_DSM_4541.xml	500637	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Providencia	s__Providencia rustigianii
Providencia_stuartii_ATCC_25827	Providencia stuartii ATCC 25827	Providencia stuartii ATCC 25827 (471874.6)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	991	1589	1063	Ines Thiele	06/25/12	471874.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Providencia_stuartii_ATCC_25827.xml	471874	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Providencia	s__Providencia stuartii
Pseudobutyrivibrio_ruminis_AD2017	Pseudobutyrivibrio ruminis AD2017		Obligate anaerobe	Saccharolytic, fermentative	Negative		622	1176	941	Laura Kutt	04/18/16	1280694.0	Kbase	kb|g.208698	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudobutyrivibrio_ruminis_AD2017.xml	1280694	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio	s__Pseudobutyrivibrio ruminis_B
Pseudoflavonifractor_capillosus_strain_ATCC_29799	Pseudoflavonifractor capillosus strain ATCC 29799	Bacteroides capillosus ATCC 29799 (411467.6)	Obligate anaerobe	Asaccharolytic, some carbohydrates may be weakly fermented	Negative	Commensal	679	1638	1193	Ines Thiele	04/20/12	411467.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudoflavonifractor_capillosus_strain_ATCC_29799.xml	411467	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__Pseudoflavonifractor capillosus
Pseudomonas_aeruginosa_NCGM2_S1	Pseudomonas aeruginosa NCGM2.S1	Pseudomonas aeruginosa NCGM2.S1 (1089456.3)	Aerobe	Strictly respiratory, amino acids, carbohydrates and fatty acids utilized	Negative	Opportunistic pathogen	1242	1629	1138	Eugen Bauer	08/03/14	1089456.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudomonas_aeruginosa_NCGM2_S1.xml	1089456	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
Pseudomonas_fluorescens_PfO_1	Pseudomonas fluorescens PfO-1	Pseudomonas fluorescens Pf0-1 (205922.5)	Aerobe	Respiratory	Negative		1286	1677	1228			205922.0	Kbase	kb|g.353	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudomonas_fluorescens_PfO_1.xml	205922	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E glycinae
Pseudomonas_monteilii_NBRC_103158	Pseudomonas monteilii NBRC 103158 = DSM 14164		Aerobe	Respiratory	Negative		1269	1663	1228	Laura Kutt	04/19/16	1215110.0	ModelSEED	kb|g.242449	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudomonas_monteilii_NBRC_103158.xml	1215110	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E monteilii
Pseudomonas_monteilii_QM	Pseudomonas monteilii QM	Pseudomonas monteilii QM (1123524.3)	Aerobe	Respiratory	Negative		1352	1713	1241			1123524.0	ModelSEED	kb|g.24403	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudomonas_monteilii_QM.xml	1123524	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E monteilii
Pseudomonas_nitroreducens_HBP1	Pseudomonas nitroreducens HBP1		Aerobe	Respiratory	Negative		1480	1635	1222	Laura Kutt	04/19/16	1437882.0	Kbase	kb|g.214879	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudomonas_nitroreducens_HBP1.xml	1437882	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas nitroreducens
Pseudomonas_oleovorans_MOIL14HWK12	Pseudomonas oleovorans MOIL14HWK12		Aerobe	Respiratory	Negative		1152	1643	1222	Laura Kutt	04/19/16	1033992.0	Kbase	kb|g.206609	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudomonas_oleovorans_MOIL14HWK12.xml	1033992	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_B	s__Pseudomonas_B oryzihabitans
Pseudomonas_putida_F1	Pseudomonas putida F1	Pseudomonas putida F1 (351746.6)	Aerobe	Respiratory	Negative		1290	1718	1259			351746.0	Kbase	kb|g.1033	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudomonas_putida_F1.xml	351746	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E hunanensis
Pseudomonas_stutzeri_DSM_4166	Pseudomonas stutzeri DSM 4166	Pseudomonas stutzeri DSM 4166 (996285.3)	Aerobe	Respiratory	Negative		1098	1607	1165			996285.0	Kbase	kb|g.3863	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudomonas_stutzeri_DSM_4166.xml	996285	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A stutzeri
Pseudoramibacter_alactolyticus_ATCC_23263	Pseudoramibacter alactolyticus ATCC 23263	Pseudoramibacter alactolyticus ATCC 23263 (887929.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive		731	1117	924	Laura Kutt	04/18/16	887929.0	Kbase	kb|g.3589	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pseudoramibacter_alactolyticus_ATCC_23263.xml	887929	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Pseudoramibacter	s__Pseudoramibacter alactolyticus
Pyramidobacter_piscolens_W5455	Pyramidobacter piscolens W5455	Pyramidobacter piscolens W5455 (352165.3)	Obligate anaerobe	Asaccharolytic, fermentative	Negative		693	1164	931	Laura Kutt	04/19/16	352165.0	Kbase	kb|g.1034	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pyramidobacter_piscolens_W5455.xml	352165	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__Pyramidobacter	s__Pyramidobacter piscolens
Raoultella_planticola_ATCC_33531	Raoultella planticola ATCC 33531		Facultative anaerobe	Fermentative, respiratory	Negative		1483	1918	1279	Laura Kutt	04/18/16	1005996.0	ModelSEED	kb|g.242501	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Raoultella_planticola_ATCC_33531.xml	1005996	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella planticola
Rhodococcus_equi_ATCC_33707	Rhodococcus equi  NBRC 101255 = C 701		Aerobe	Saccharolytic	Positive		1120	1526	1120	Laura Kutt	05/29/16	525370.0	ModelSEED	kb|g.208134	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Rhodococcus_equi_ATCC_33707.xml	525370	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus	s__Rhodococcus hoagii
Rhodococcus_equi_NBRC_101255	Rhodococcus equi ATCC 33707	Rhodococcus equi ATCC 33707 (525370.3)	Aerobe	Saccharolytic	Positive		1245	1572	1137	chenry	04/15/16	1219013.0	ModelSEED	kb|g.26854	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Rhodococcus_equi_NBRC_101255.xml	1219013	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus	s__Rhodococcus hoagii
Rhodococcus_erythropolis_PR4	Rhodococcus erythropolis PR4	Rhodococcus erythropolis PR4 (234621.6)	Aerobe	Saccharolytic	Positive	Opportunistic pathogen	1414	1585	1152			234621.0	Kbase	kb|g.461	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Rhodococcus_erythropolis_PR4.xml	234621	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus	s__Rhodococcus erythropolis
Rhodococcus_rhodochrous_ATCC_21198	Rhodococcus rhodochrous ATCC 21198		Aerobe	Saccharolytic	Positive		1274	1558	1170	chenry	04/15/16	1429046.0	Kbase	kb|g.214743	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Rhodococcus_rhodochrous_ATCC_21198.xml	1429046	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus	s__Rhodococcus aetherivorans
Roseburia_hominis_A2_183	Roseburia hominis A2-183	Roseburia hominis A2-183 (585394.18)	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Negative	Commensal	730	1150	919	chenry	09/10/14	585394.0	ModelSEED	kb|g.26995	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Roseburia_hominis_A2_183.xml	585394	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia hominis
Roseburia_intestinalis_L1_82	Roseburia intestinalis L1-82	Roseburia intestinalis L1-82 (536231.5)	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Negative	Commensal	756	2095	1311	Ines Thiele	06/25/12	536231.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Roseburia_intestinalis_L1_82.xml	536231	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis
Roseburia_inulinivorans_DSM_16841	Roseburia inulinivorans DSM 16841	Roseburia inulinivorans DSM 16841 (622312.4)	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Negative	Commensal	681	2063	1304	Ines Thiele	06/25/12	622312.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Roseburia_inulinivorans_DSM_16841.xml	622312	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans
Roseomonas_mucosa_ATCC_BAA_692	Roseomonas mucosa ATCC BAA-692		Facultative anaerobe	Saccharolytic, non-fermentative	Negative		1213	1572	1188	Laura Kutt	04/18/16	1448136.0	ModelSEED	kb|g.242544	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Roseomonas_mucosa_ATCC_BAA_692.xml	1448136	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__Roseomonas mucosa
Rothia_aeria_F0474	Rothia aeria F0474	Rothia aeria F0474 (1125724.3)	Obligate aerobe	Saccharolytic, respiratory	Positive	Opportunistic pathogen	574	1044	845	chenry	04/15/16	1125724.0	Kbase	kb|g.24422	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Rothia_aeria_F0474.xml	1125724	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia aeria
Rothia_dentocariosa_ATCC_17931	Rothia dentocariosa ATCC 17931	Rothia dentocariosa ATCC 17931 (762948.3)	Microaerophile	Fermentative	Positive	Commensal	572	1115	891	chenry	04/15/16	762948.0	Kbase	kb|g.3274	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Rothia_dentocariosa_ATCC_17931.xml	762948	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia dentocariosa
Rothia_mucilaginosa_DY_18	Rothia mucilaginosa DY-18	Rothia mucilaginosa DY-18 (680646.3)	Microaerophile	Fermentative	Positive	Opportunistic pathogen	548	1068	844	chenry	04/15/16	680646.0	Kbase	kb|g.2950	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Rothia_mucilaginosa_DY_18.xml	680646	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia sp001808955
Rudanella_lutea_DSM_19387	Rudanella lutea DSM 19387	Rudanella lutea DSM 19387 (1089547.3)	Aerobe	Respiratory, non fermentative	Negative		960	1341	1106			1089547.0	Kbase	kb|g.29244	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Rudanella_lutea_DSM_19387.xml	1089547	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Rudanella	s__Rudanella lutea
