id,Genome_type,Length,N_contigs,N50,GC_content,Completeness,Contamination,rRNA_5S,rRNA_16S,rRNA_23S,tRNAs,Genome_accession,Species_rep,lineage,url,assembly
MGYG000004207,MAG,2302618,28,106753,44.36,95.8,0.37,0,0,0,19,GUT_GENOME259567,MGYG000004207,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp003150315,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004207/genome/MGYG000004207.fna,MGYG000004207.fna.gz
MGYG000004208,MAG,2882561,95,46554,54.42,94.79,0.75,0,0,0,18,GUT_GENOME259595,MGYG000004208,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp900759795,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004208/genome/MGYG000004208.fna,MGYG000004208.fna.gz
MGYG000004209,MAG,2134494,35,123048,60.11,100,0.81,0,0,0,20,GUT_GENOME259612,MGYG000004209,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004209/genome/MGYG000004209.fna,MGYG000004209.fna.gz
MGYG000004210,MAG,2253787,15,305830,39.72,97.07,0,0,0,0,18,GUT_GENOME259679,MGYG000004210,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004210/genome/MGYG000004210.fna,MGYG000004210.fna.gz
MGYG000004211,MAG,1066903,12,239520,34.15,70.79,2.25,0,0,34.05,18,GUT_GENOME259703,MGYG000004211,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1648;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004211/genome/MGYG000004211.fna,MGYG000004211.fna.gz
MGYG000004212,MAG,1400423,54,48923,28.28,71.25,1.05,0,0,0,12,GUT_GENOME259760,MGYG000004212,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004212/genome/MGYG000004212.fna,MGYG000004212.fna.gz
MGYG000004213,MAG,2847158,70,55718,53,96.67,0.09,0,0,0,17,GUT_GENOME259797,MGYG000004213,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004213/genome/MGYG000004213.fna,MGYG000004213.fna.gz
MGYG000004214,MAG,2122522,123,27436,58.55,86.35,0,0,0,0,20,GUT_GENOME259822,MGYG000004214,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__UMGS902 sp900761025,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004214/genome/MGYG000004214.fna,MGYG000004214.fna.gz
MGYG000004215,MAG,1526818,45,66875,31.14,81.33,0.7,0,0,0,19,GUT_GENOME259823,MGYG000004215,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__UBA1234;g__HGM13618;s__HGM13618 sp900753975,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004215/genome/MGYG000004215.fna,MGYG000004215.fna.gz
MGYG000004216,MAG,1153601,29,70674,26.48,91.57,1.12,0,0,0,20,GUT_GENOME259825,MGYG000004216,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG11241;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004216/genome/MGYG000004216.fna,MGYG000004216.fna.gz
MGYG000004217,MAG,1531184,384,4650,60.44,75.4,4.42,0,0,0,14,GUT_GENOME259827,MGYG000004217,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004217/genome/MGYG000004217.fna,MGYG000004217.fna.gz
MGYG000004218,MAG,1405729,30,84328,28.11,89.89,1.85,0,0,0,20,GUT_GENOME259838,MGYG000004218,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004218/genome/MGYG000004218.fna,MGYG000004218.fna.gz
MGYG000004219,MAG,2569787,80,49168,51.39,97.67,1.13,0,0,0,15,GUT_GENOME259841,MGYG000004219,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004219/genome/MGYG000004219.fna,MGYG000004219.fna.gz
MGYG000004220,MAG,2131393,55,56137,59.97,99.19,0,0,0,0,20,GUT_GENOME259849,MGYG000004220,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004220/genome/MGYG000004220.fna,MGYG000004220.fna.gz
MGYG000004221,MAG,1971557,35,86480,54.95,96.37,0.81,0,0,0,20,GUT_GENOME259872,MGYG000004221,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS621;s__UMGS621 sp900543915,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004221/genome/MGYG000004221.fna,MGYG000004221.fna.gz
MGYG000004222,MAG,1526338,14,384346,28.19,74.88,0.67,0,0,0,17,GUT_GENOME259948,MGYG000004222,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900556345,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004222/genome/MGYG000004222.fna,MGYG000004222.fna.gz
MGYG000004223,MAG,2575981,37,150951,46.2,95.97,0,0,21.66,0,20,GUT_GENOME260001,MGYG000004223,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__UMGS1883;g__UMGS1883;s__UMGS1883 sp900763305,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004223/genome/MGYG000004223.fna,MGYG000004223.fna.gz
MGYG000004224,MAG,2221068,156,21114,51.29,96.64,0.62,0,0,0,13,GUT_GENOME260024,MGYG000004224,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__UBA1390;g__UBA1390;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004224/genome/MGYG000004224.fna,MGYG000004224.fna.gz
MGYG000004226,MAG,1167254,8,268781,25.27,91.01,1.12,0,0,0,20,GUT_GENOME260112,MGYG000004226,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-533;s__CAG-533 sp900553855,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004226/genome/MGYG000004226.fna,MGYG000004226.fna.gz
MGYG000004227,MAG,1600032,259,9576,60.4,76.63,1.61,0,0,0,18,GUT_GENOME260230,MGYG000004227,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004227/genome/MGYG000004227.fna,MGYG000004227.fna.gz
MGYG000004228,MAG,1410450,41,58578,28.35,92.7,3.37,0,34.51,8.41,17,GUT_GENOME260239,MGYG000004228,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG13868;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004228/genome/MGYG000004228.fna,MGYG000004228.fna.gz
MGYG000004229,MAG,1979607,29,110957,47.62,96.64,0,93.28,0,0,20,GUT_GENOME260243,MGYG000004229,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004229/genome/MGYG000004229.fna,MGYG000004229.fna.gz
MGYG000004230,MAG,3516057,198,31473,27.58,97.38,0.81,94.96,0,0,19,GUT_GENOME260250,MGYG000004230,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900759995,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004230/genome/MGYG000004230.fna,MGYG000004230.fna.gz
MGYG000004231,MAG,2685220,93,48173,48.07,95.41,0.67,0,35.03,0,19,GUT_GENOME260281,MGYG000004231,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS882;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004231/genome/MGYG000004231.fna,MGYG000004231.fna.gz
MGYG000004232,MAG,2591540,253,15450,27.67,97.1,0.7,88.24,0,11.04,11,GUT_GENOME260293,MGYG000004232,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp900557165,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004232/genome/MGYG000004232.fna,MGYG000004232.fna.gz
MGYG000004233,MAG,2952530,188,30681,49.21,93.47,3.48,0,0,11.25,13,GUT_GENOME260294,MGYG000004233,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004233/genome/MGYG000004233.fna,MGYG000004233.fna.gz
MGYG000004234,MAG,2339347,247,13929,31.42,96.99,1.08,0,34.38,0,14,GUT_GENOME260346,MGYG000004234,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Massiliomicrobiota;s__Massiliomicrobiota sp002160815,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004234/genome/MGYG000004234.fna,MGYG000004234.fna.gz
MGYG000004235,MAG,2315891,575,4680,50.52,84.22,3.5,0,0,0,17,GUT_GENOME260354,MGYG000004235,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Christensenellaceae;g__QAKS01;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004235/genome/MGYG000004235.fna,MGYG000004235.fna.gz
MGYG000004236,MAG,2130526,23,259055,38.41,97.99,0,87.39,0,0,19,GUT_GENOME260369,MGYG000004236,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900542375,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004236/genome/MGYG000004236.fna,MGYG000004236.fna.gz
MGYG000004237,MAG,1736722,10,257577,27.23,79.69,0.67,0,70.45,99.79,18,GUT_GENOME260425,MGYG000004237,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004237/genome/MGYG000004237.fna,MGYG000004237.fna.gz
MGYG000004238,MAG,1536711,450,3683,62.58,65.98,0.46,0,0,0,12,GUT_GENOME260489,MGYG000004238,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004238/genome/MGYG000004238.fna,MGYG000004238.fna.gz
MGYG000004239,MAG,1498755,43,53628,60.08,79.3,0.81,0,0,0,20,GUT_GENOME260586,MGYG000004239,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004239/genome/MGYG000004239.fna,MGYG000004239.fna.gz
MGYG000004240,MAG,1902578,174,16131,60.18,88.17,2.69,0,0,0,19,GUT_GENOME260664,MGYG000004240,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541145,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004240/genome/MGYG000004240.fna,MGYG000004240.fna.gz
MGYG000004241,MAG,2156541,23,114253,53.7,97.6,0.48,0,0,0,18,GUT_GENOME260703,MGYG000004241,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900761235,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004241/genome/MGYG000004241.fna,MGYG000004241.fna.gz
MGYG000004242,MAG,1292544,23,108026,25.58,90.17,4.49,0,0,0,20,GUT_GENOME260707,MGYG000004242,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004242/genome/MGYG000004242.fna,MGYG000004242.fna.gz
MGYG000004243,MAG,1710627,355,5933,38.37,90.86,0.73,0,0,0,12,GUT_GENOME260725,MGYG000004243,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004243/genome/MGYG000004243.fna,MGYG000004243.fna.gz
MGYG000004244,MAG,1985528,27,123759,38.82,95.97,0,0,0,0,18,GUT_GENOME260736,MGYG000004244,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1601;s__UMGS1601 sp900553335,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004244/genome/MGYG000004244.fna,MGYG000004244.fna.gz
MGYG000004245,MAG,1999050,18,179371,53.04,99.19,0.27,0,0,0,20,GUT_GENOME260844,MGYG000004245,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004245/genome/MGYG000004245.fna,MGYG000004245.fna.gz
MGYG000004246,MAG,2299181,24,161132,46.58,96.42,0.67,0,70.38,99.76,18,GUT_GENOME260851,MGYG000004246,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12669;s__HGM12669 sp900761935,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004246/genome/MGYG000004246.fna,MGYG000004246.fna.gz
MGYG000004247,MAG,1604094,347,5836,58.37,86.56,4.03,0,0,0,17,GUT_GENOME260956,MGYG000004247,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004247/genome/MGYG000004247.fna,MGYG000004247.fna.gz
MGYG000004248,MAG,2100411,28,102796,58.84,91.61,0.67,0,0,0,16,GUT_GENOME260957,MGYG000004248,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000436735,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004248/genome/MGYG000004248.fna,MGYG000004248.fna.gz
MGYG000004249,MAG,1339361,65,38760,30.29,94.38,4.65,0,0,0,18,GUT_GENOME261024,MGYG000004249,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp900557185,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004249/genome/MGYG000004249.fna,MGYG000004249.fna.gz
MGYG000004250,MAG,3091301,64,72726,46.6,99.52,1.45,0,0,0,14,GUT_GENOME261061,MGYG000004250,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004250/genome/MGYG000004250.fna,MGYG000004250.fna.gz
MGYG000004251,MAG,1695871,445,4379,50.06,80.48,1.82,0,0,16.72,18,GUT_GENOME261219,MGYG000004251,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004251/genome/MGYG000004251.fna,MGYG000004251.fna.gz
MGYG000004252,MAG,2064605,31,114064,57.03,98.32,0.67,0,0,0,16,GUT_GENOME261291,MGYG000004252,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK3B98;s__NK3B98 sp900545815,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004252/genome/MGYG000004252.fna,MGYG000004252.fna.gz
MGYG000004253,MAG,2386728,90,47016,65.16,99.11,0.59,0,0,0,20,GUT_GENOME261390,MGYG000004253,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004253/genome/MGYG000004253.fna,MGYG000004253.fna.gz
MGYG000004254,MAG,1140810,24,113084,26.4,91.57,0,0,33.99,99.69,19,GUT_GENOME261409,MGYG000004254,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460 sp900544625,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004254/genome/MGYG000004254.fna,MGYG000004254.fna.gz
MGYG000004255,MAG,2427013,84,45182,50.83,99.06,0.69,0,0,12,16,GUT_GENOME261411,MGYG000004255,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Amulumruptor;s__Amulumruptor sp900547825,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004255/genome/MGYG000004255.fna,MGYG000004255.fna.gz
MGYG000004256,MAG,2314164,13,517404,51.63,97.27,0,0,24.2,0,19,GUT_GENOME261446,MGYG000004256,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004256/genome/MGYG000004256.fna,MGYG000004256.fna.gz
MGYG000004257,MAG,1760601,105,27910,65.78,96.77,0.12,0,0,0,20,GUT_GENOME261449,MGYG000004257,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella sp900543875,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004257/genome/MGYG000004257.fna,MGYG000004257.fna.gz
MGYG000004258,MAG,2151077,53,63178,59.68,100,0.81,0,0,0,20,GUT_GENOME261485,MGYG000004258,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004258/genome/MGYG000004258.fna,MGYG000004258.fna.gz
MGYG000004259,MAG,1625916,9,371037,48.87,100,0,0,0,0,20,GUT_GENOME261488,MGYG000004259,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium minutum,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004259/genome/MGYG000004259.fna,MGYG000004259.fna.gz
MGYG000004260,MAG,1277264,34,107911,27.91,74.43,0.22,0,0,0,16,GUT_GENOME261530,MGYG000004260,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp902406115,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004260/genome/MGYG000004260.fna,MGYG000004260.fna.gz
MGYG000004261,MAG,785527,156,6402,27.55,78.46,0.27,0,0,5.71,8,GUT_GENOME261538,MGYG000004261,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1449;s__UMGS1449 sp900551925,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004261/genome/MGYG000004261.fna,MGYG000004261.fna.gz
MGYG000004262,MAG,2790388,72,75037,56.31,99.11,0,0,47.55,0,19,GUT_GENOME261541,MGYG000004262,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900546075,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004262/genome/MGYG000004262.fna,MGYG000004262.fna.gz
MGYG000004263,MAG,2912801,120,42594,47.9,96.47,2.53,0,0,11.18,14,GUT_GENOME261579,MGYG000004263,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Massilistercora;s__Massilistercora sp902406105,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004263/genome/MGYG000004263.fna,MGYG000004263.fna.gz
MGYG000004264,MAG,1480217,436,3782,61.83,66.36,0.38,0,0,0,14,GUT_GENOME261697,MGYG000004264,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004264/genome/MGYG000004264.fna,MGYG000004264.fna.gz
MGYG000004265,MAG,2478899,23,224583,41.21,97.99,0,92.44,70.52,0,19,GUT_GENOME261708,MGYG000004265,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS263;s__UMGS263 sp900540535,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004265/genome/MGYG000004265.fna,MGYG000004265.fna.gz
MGYG000004266,MAG,1795280,254,11057,41.24,90.34,1.84,0,53.42,0,8,GUT_GENOME261776,MGYG000004266,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp900550895,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004266/genome/MGYG000004266.fna,MGYG000004266.fna.gz
MGYG000004267,MAG,2088006,74,38663,52.77,99.92,0,0,0,0,20,GUT_GENOME261979,MGYG000004267,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas asaccharolytica,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004267/genome/MGYG000004267.fna,MGYG000004267.fna.gz
MGYG000004268,MAG,1139686,410,2847,64.28,58.01,0.59,0,0,0,11,GUT_GENOME262065,MGYG000004268,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia bouchesdurhonensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000042/MGYG000004268/genome/MGYG000004268.fna,MGYG000004268.fna.gz
